36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
02:34:05.0 (83092)|EXECUTION_STARTED
02:34:05.0 (113940)|CODE_UNIT_STARTED|[EXTERNAL]|01p280000085nGQ|PatientWrapperController.getPatients
02:34:05.0 (890088)|HEAP_ALLOCATE|[72]|Bytes:3
02:34:05.0 (939985)|HEAP_ALLOCATE|[77]|Bytes:152
02:34:05.0 (956765)|HEAP_ALLOCATE|[342]|Bytes:408
02:34:05.0 (975782)|HEAP_ALLOCATE|[355]|Bytes:408
02:34:05.0 (992743)|HEAP_ALLOCATE|[467]|Bytes:48
02:34:05.0 (1028386)|HEAP_ALLOCATE|[139]|Bytes:6
02:34:05.0 (1108714)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:34:05.0 (1113967)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
02:34:05.0 (1129807)|METHOD_ENTRY|[1]|01p280000085nGQ|PatientWrapperController.PatientWrapperController()
02:34:05.0 (1134636)|STATEMENT_EXECUTE|[1]
02:34:05.0 (1140778)|STATEMENT_EXECUTE|[1]
02:34:05.0 (1147083)|METHOD_EXIT|[1]|PatientWrapperController
02:34:05.0 (1162809)|SYSTEM_MODE_ENTER|false
02:34:05.0 (1176917)|STATEMENT_EXECUTE|[3]
02:34:05.0 (1178567)|STATEMENT_EXECUTE|[4]
02:34:05.0 (1231239)|HEAP_ALLOCATE|[4]|Bytes:4
02:34:05.0 (1321536)|VARIABLE_SCOPE_BEGIN|[4]|wcList|List<PatientWrapper>|true|false
02:34:05.0 (1346745)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:34:05.0 (1395740)|VARIABLE_ASSIGNMENT|[4]|wcList|{"s":1,"v":[]}|0x6c382bc0
02:34:05.0 (1399412)|STATEMENT_EXECUTE|[5]
02:34:05.0 (1402656)|HEAP_ALLOCATE|[5]|Bytes:168
02:34:05.0 (1416451)|HEAP_ALLOCATE|[5]|Bytes:4
02:34:05.0 (1460457)|HEAP_ALLOCATE|[50]|Bytes:5
02:34:05.0 (1485563)|HEAP_ALLOCATE|[56]|Bytes:5
02:34:05.0 (1494099)|HEAP_ALLOCATE|[64]|Bytes:7
02:34:05.0 (2054988)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Full_Name__c, Gender__c, Steps_Completed__c, Goal__c, Height__c, Id, Patient_Id__c, Heart_Rate__c, Weight__c FROM Patient__c ORDER BY createdDate ASC NULLS FIRST
02:34:05.0 (6473698)|SOQL_EXECUTE_END|[5]|Rows:3
02:34:05.0 (6494165)|HEAP_ALLOCATE|[5]|Bytes:16
02:34:05.0 (6516558)|HEAP_ALLOCATE|[5]|Bytes:1055
02:34:05.0 (6607545)|HEAP_ALLOCATE|[5]|Bytes:16
02:34:05.0 (6624533)|VARIABLE_SCOPE_BEGIN|[5]|patientList|List<Patient__c>|true|false
02:34:05.0 (6684490)|VARIABLE_ASSIGNMENT|[5]|patientList|{"s":1,"v":[{"s":2,"v":{"Full_Name__c":"Purushottam","Gender__c":"Male","Steps_Completed__c":1000,"Goal__c":5000,"Height__c":5.00,"Id":"a012800000SBjJTAA1","Patient_Id__c":"4LR2VZ","Heart_Rate__c":65,"Weight__c":50.00}},{"s":3,"v":{"Full_Name__c":"Pallavi","Gender__c":"Female","Steps_Completed__c":6000,"Goal__c":6000,"Height__c":4.00,"Id":"a012800000SBjJnAAL","Patient_Id__c":"P00002","Heart_Rate__c":72,"Weight__c":68.00}},{"s":4,"v":{"Full_Name__c":"Bhagyashri","Gender__c":"Female","Steps_Completed__c":1000,"Goal__c":5000,"Height__c":5.30,"Id":"a012800000SBlH6AAL","Patient_Id__c":"P00003","Heart_Rate__c":68,"Weight__c":52.00}}]}|0x57cd932e
02:34:05.0 (6786290)|STATEMENT_EXECUTE|[18]
02:34:05.0 (6960719)|HEAP_ALLOCATE|[19]|Bytes:5
02:34:05.0 (7006067)|HEAP_ALLOCATE|[19]|Bytes:40
02:34:05.0 (7018993)|VARIABLE_SCOPE_BEGIN|[19]|patient|Patient__c|true|false
02:34:05.0 (7038990)|VARIABLE_ASSIGNMENT|[19]|patient|{"s":1,"v":{"Full_Name__c":"Purushottam","Gender__c":"Male","Steps_Completed__c":1000,"Goal__c":5000,"Height__c":5.00,"Id":"a012800000SBjJTAA1","Patient_Id__c":"4LR2VZ","Heart_Rate__c":65,"Weight__c":50.00}}|0x4d482fe3
02:34:05.0 (7043673)|STATEMENT_EXECUTE|[19]
02:34:05.0 (7045232)|STATEMENT_EXECUTE|[20]
02:34:05.0 (7068020)|METHOD_ENTRY|[1]|01p280000085nGG|PatientWrapper.PatientWrapper()
02:34:05.0 (7071596)|STATEMENT_EXECUTE|[1]
02:34:05.0 (7075663)|STATEMENT_EXECUTE|[1]
02:34:05.0 (7084317)|METHOD_EXIT|[1]|PatientWrapper
02:34:05.0 (7091754)|HEAP_ALLOCATE|[20]|Bytes:36
02:34:05.0 (7104141)|CONSTRUCTOR_ENTRY|[20]|01p280000085nGG|<init>()
02:34:05.0 (7126962)|VARIABLE_SCOPE_BEGIN|[1]|this|PatientWrapper|true|false
02:34:05.0 (7162926)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x488c63c8
02:34:05.0 (7173684)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
02:34:05.0 (7200706)|STATEMENT_EXECUTE|[1]
02:34:05.0 (7202825)|STATEMENT_EXECUTE|[3]
02:34:05.0 (7204379)|STATEMENT_EXECUTE|[6]
02:34:05.0 (7205471)|STATEMENT_EXECUTE|[9]
02:34:05.0 (7206628)|STATEMENT_EXECUTE|[12]
02:34:05.0 (7207721)|STATEMENT_EXECUTE|[15]
02:34:05.0 (7208747)|STATEMENT_EXECUTE|[18]
02:34:05.0 (7209949)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7210965)|STATEMENT_EXECUTE|[24]
02:34:05.0 (7215028)|CONSTRUCTOR_EXIT|[20]|01p280000085nGG|<init>()
02:34:05.0 (7219387)|VARIABLE_SCOPE_BEGIN|[20]|wc|PatientWrapper|true|false
02:34:05.0 (7234576)|VARIABLE_ASSIGNMENT|[20]|wc|{}|0x488c63c8
02:34:05.0 (7237480)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7288114)|HEAP_ALLOCATE|[21]|Bytes:18
02:34:05.0 (7305759)|VARIABLE_ASSIGNMENT|[21]|this.id|"a012800000SBjJTAA1"|0x488c63c8
02:34:05.0 (7311663)|STATEMENT_EXECUTE|[22]
02:34:05.0 (7337165)|VARIABLE_ASSIGNMENT|[22]|this.name|"Purushottam"|0x488c63c8
02:34:05.0 (7340160)|STATEMENT_EXECUTE|[23]
02:34:05.0 (7384851)|HEAP_ALLOCATE|[23]|Bytes:12
02:34:05.0 (7397775)|VARIABLE_ASSIGNMENT|[23]|this.steps|1000.0|0x488c63c8
02:34:05.0 (7400203)|STATEMENT_EXECUTE|[24]
02:34:05.0 (7419936)|HEAP_ALLOCATE|[24]|Bytes:12
02:34:05.0 (7428623)|VARIABLE_ASSIGNMENT|[24]|this.goal|5000.0|0x488c63c8
02:34:05.0 (7430878)|STATEMENT_EXECUTE|[25]
02:34:05.0 (7446970)|HEAP_ALLOCATE|[25]|Bytes:12
02:34:05.0 (7455000)|VARIABLE_ASSIGNMENT|[25]|this.heartRate|65.0|0x488c63c8
02:34:05.0 (7457312)|STATEMENT_EXECUTE|[26]
02:34:05.0 (7472866)|HEAP_ALLOCATE|[26]|Bytes:12
02:34:05.0 (7480710)|VARIABLE_ASSIGNMENT|[26]|this.height|5.0|0x488c63c8
02:34:05.0 (7482967)|STATEMENT_EXECUTE|[27]
02:34:05.0 (7497320)|HEAP_ALLOCATE|[27]|Bytes:12
02:34:05.0 (7505288)|VARIABLE_ASSIGNMENT|[27]|this.weight|50.0|0x488c63c8
02:34:05.0 (7507319)|STATEMENT_EXECUTE|[28]
02:34:05.0 (7525995)|VARIABLE_ASSIGNMENT|[28]|this.patient_Id|"4LR2VZ"|0x488c63c8
02:34:05.0 (7528731)|STATEMENT_EXECUTE|[29]
02:34:05.0 (7568058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:34:05.0 (7584736)|HEAP_ALLOCATE|[19]|Bytes:5
02:34:05.0 (7606919)|HEAP_ALLOCATE|[19]|Bytes:40
02:34:05.0 (7615310)|VARIABLE_SCOPE_BEGIN|[19]|patient|Patient__c|true|false
02:34:05.0 (7633823)|VARIABLE_ASSIGNMENT|[19]|patient|{"s":1,"v":{"Full_Name__c":"Pallavi","Gender__c":"Female","Steps_Completed__c":6000,"Goal__c":6000,"Height__c":4.00,"Id":"a012800000SBjJnAAL","Patient_Id__c":"P00002","Heart_Rate__c":72,"Weight__c":68.00}}|0x2a645400
02:34:05.0 (7638163)|STATEMENT_EXECUTE|[19]
02:34:05.0 (7639421)|STATEMENT_EXECUTE|[20]
02:34:05.0 (7643291)|HEAP_ALLOCATE|[20]|Bytes:36
02:34:05.0 (7648984)|CONSTRUCTOR_ENTRY|[20]|01p280000085nGG|<init>()
02:34:05.0 (7654344)|VARIABLE_SCOPE_BEGIN|[1]|this|PatientWrapper|true|false
02:34:05.0 (7669916)|VARIABLE_ASSIGNMENT|[1]|this|{}|0xe6c1e85
02:34:05.0 (7681536)|STATEMENT_EXECUTE|[1]
02:34:05.0 (7683136)|STATEMENT_EXECUTE|[3]
02:34:05.0 (7684173)|STATEMENT_EXECUTE|[6]
02:34:05.0 (7685136)|STATEMENT_EXECUTE|[9]
02:34:05.0 (7686090)|STATEMENT_EXECUTE|[12]
02:34:05.0 (7687155)|STATEMENT_EXECUTE|[15]
02:34:05.0 (7688091)|STATEMENT_EXECUTE|[18]
02:34:05.0 (7689006)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7689921)|STATEMENT_EXECUTE|[24]
02:34:05.0 (7693249)|CONSTRUCTOR_EXIT|[20]|01p280000085nGG|<init>()
02:34:05.0 (7696827)|VARIABLE_SCOPE_BEGIN|[20]|wc|PatientWrapper|true|false
02:34:05.0 (7708957)|VARIABLE_ASSIGNMENT|[20]|wc|{}|0xe6c1e85
02:34:05.0 (7711885)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7726610)|HEAP_ALLOCATE|[21]|Bytes:18
02:34:05.0 (7737557)|VARIABLE_ASSIGNMENT|[21]|this.id|"a012800000SBjJnAAL"|0xe6c1e85
02:34:05.0 (7740227)|STATEMENT_EXECUTE|[22]
02:34:05.0 (7748374)|VARIABLE_ASSIGNMENT|[22]|this.name|"Pallavi"|0xe6c1e85
02:34:05.0 (7750486)|STATEMENT_EXECUTE|[23]
02:34:05.0 (7758125)|HEAP_ALLOCATE|[23]|Bytes:12
02:34:05.0 (7765484)|VARIABLE_ASSIGNMENT|[23]|this.steps|6000.0|0xe6c1e85
02:34:05.0 (7767866)|STATEMENT_EXECUTE|[24]
02:34:05.0 (7773720)|HEAP_ALLOCATE|[24]|Bytes:12
02:34:05.0 (7779568)|VARIABLE_ASSIGNMENT|[24]|this.goal|6000.0|0xe6c1e85
02:34:05.0 (7781559)|STATEMENT_EXECUTE|[25]
02:34:05.0 (7786814)|HEAP_ALLOCATE|[25]|Bytes:12
02:34:05.0 (7792522)|VARIABLE_ASSIGNMENT|[25]|this.heartRate|72.0|0xe6c1e85
02:34:05.0 (7794467)|STATEMENT_EXECUTE|[26]
02:34:05.0 (7799819)|HEAP_ALLOCATE|[26]|Bytes:12
02:34:05.0 (7805600)|VARIABLE_ASSIGNMENT|[26]|this.height|4.0|0xe6c1e85
02:34:05.0 (7807509)|STATEMENT_EXECUTE|[27]
02:34:05.0 (7813118)|HEAP_ALLOCATE|[27]|Bytes:12
02:34:05.0 (7818923)|VARIABLE_ASSIGNMENT|[27]|this.weight|68.0|0xe6c1e85
02:34:05.0 (7820869)|STATEMENT_EXECUTE|[28]
02:34:05.0 (7828244)|VARIABLE_ASSIGNMENT|[28]|this.patient_Id|"P00002"|0xe6c1e85
02:34:05.0 (7830286)|STATEMENT_EXECUTE|[29]
02:34:05.0 (7839126)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:34:05.0 (7851249)|HEAP_ALLOCATE|[19]|Bytes:5
02:34:05.0 (7872669)|HEAP_ALLOCATE|[19]|Bytes:40
02:34:05.0 (7880575)|VARIABLE_SCOPE_BEGIN|[19]|patient|Patient__c|true|false
02:34:05.0 (7897905)|VARIABLE_ASSIGNMENT|[19]|patient|{"s":1,"v":{"Full_Name__c":"Bhagyashri","Gender__c":"Female","Steps_Completed__c":1000,"Goal__c":5000,"Height__c":5.30,"Id":"a012800000SBlH6AAL","Patient_Id__c":"P00003","Heart_Rate__c":68,"Weight__c":52.00}}|0x77145bf0
02:34:05.0 (7901989)|STATEMENT_EXECUTE|[19]
02:34:05.0 (7903164)|STATEMENT_EXECUTE|[20]
02:34:05.0 (7906732)|HEAP_ALLOCATE|[20]|Bytes:36
02:34:05.0 (7912024)|CONSTRUCTOR_ENTRY|[20]|01p280000085nGG|<init>()
02:34:05.0 (7916667)|VARIABLE_SCOPE_BEGIN|[1]|this|PatientWrapper|true|false
02:34:05.0 (7931271)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x49374807
02:34:05.0 (7942790)|STATEMENT_EXECUTE|[1]
02:34:05.0 (7944390)|STATEMENT_EXECUTE|[3]
02:34:05.0 (7945395)|STATEMENT_EXECUTE|[6]
02:34:05.0 (7946310)|STATEMENT_EXECUTE|[9]
02:34:05.0 (7947244)|STATEMENT_EXECUTE|[12]
02:34:05.0 (7948175)|STATEMENT_EXECUTE|[15]
02:34:05.0 (7949128)|STATEMENT_EXECUTE|[18]
02:34:05.0 (7950075)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7950983)|STATEMENT_EXECUTE|[24]
02:34:05.0 (7953928)|CONSTRUCTOR_EXIT|[20]|01p280000085nGG|<init>()
02:34:05.0 (7956990)|VARIABLE_SCOPE_BEGIN|[20]|wc|PatientWrapper|true|false
02:34:05.0 (7968363)|VARIABLE_ASSIGNMENT|[20]|wc|{}|0x49374807
02:34:05.0 (7970992)|STATEMENT_EXECUTE|[21]
02:34:05.0 (7980945)|HEAP_ALLOCATE|[21]|Bytes:18
02:34:05.0 (7990472)|VARIABLE_ASSIGNMENT|[21]|this.id|"a012800000SBlH6AAL"|0x49374807
02:34:05.0 (7993010)|STATEMENT_EXECUTE|[22]
02:34:05.0 (8000509)|VARIABLE_ASSIGNMENT|[22]|this.name|"Bhagyashri"|0x49374807
